id,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,Hour25,Hour26,Hour27,Hour28,Hour29,Hour30,Hour31,Hour32,Hour33,Hour34,Hour35,Hour36,Hour37,Hour38,Hour39,Hour40,Hour41,Hour42,Hour43,Hour44,Hour45,Hour46,Hour47,Hour48,Hour49,Hour50,Hour51,Hour52,Hour53,Hour54,HourTotal
6041,,,,2,,1,2,,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,3
6045,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6047,27,28,1,1,4,4,2,1,,,,,,,,,,,1,,,9,1,,,,,,1,4,,828,,,,,,,,,,,,,,,,,,1,79,516,536,573,4,2621
6053,,1,,1,,1,,2,,,1,,,,,1,,,1,,,3,,1,,,,,2,5,,,,,,,,,,,,,1,,,,,,,,,,1,,,21
6055,,1,1,,,1,1,1,,,,,,,,1,,,,,2,,,1,,,,,2,4,,,,,,,,,,,,,,,,1,,,,,,,,,,16
6057,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,1,,,,,,,,,8
6059,4,7,33,28,38,68,47,331,2,3,1,1,1,2,,,,1,,,208,228,32,15,18,,,,24,28,,428,3,1,,,1,,,2,,,1,,,4,118,1160,1200,,156,3196,2437,2935,15,12777
6061,,1,,5,,1,,2,,,,,,,,1,,,,,3,5,,,,3,,3,8,6,5,,,,,,,,,,,,,1,,,,,,,,1,,1,,46
6065,160,137,1122,4190,3798,1518,431,10791,1,3,2,,1,,,,,3,2,942,1256,6541,1149,740,1258,338,899,2043,2310,154,25,2205,,,1,,,,,,,,1,,58,80,310,370,583,145,560,973,956,972,23,47051
6067,100,51,249,372,373,56,3,4886,1,,1,,,1,,,,,2,1,2652,5360,3439,4044,248,332,1158,1938,387,489,238,5255,1,,,,1,,2,,,,,2,3,6,1842,4633,2348,2240,551,1069,996,1172,374,46876
6069,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6071,74,1291,1239,915,3216,2842,776,1759,2,1,1,,,,,1,,,,316,540,668,668,1794,1153,113,107,102,15,104,12,1751,1,,,,1,,,1,,,,80,189,237,565,1344,2424,118,203,891,862,1025,13,27414
6073,1443,57,76,58,58,63,21,12586,2,3,1,2,3,,,3,,,1,3,61,76,28,42,108,103,68,46,119,160,23,11013,,,1,,1,,,1,,,,1,7,17,12,6,19,73,113,3106,7080,4252,2088,43004
6075,31,92,283,184,82,18,15,11093,,2,,,,2,,,,,,2,60,68,525,505,416,640,271,492,172,,,7686,,,,,,,,,,,,2,,,18,48,835,1176,828,1211,420,1044,403,28624
6077,1,2,30,12,3,8,2,603,1,,,,,,,,,,,,5,5,9,,,6,25,25,94,42,,785,,,,,,,,,,,,,,,,,,1,20,18,25,33,1,1756
6079,,1,,1,,,,,,,,,1,,,,,,,1,,,2,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8
6081,,,2,,3,7,1,7,,,,,,,,,,,,,2,21,1,14,17,,,,3,15,20,5,,,,,,,,,,,,1,,,16,25,23,24,,8,50,21,1,287
6083,3,1,1,1,,1,,300,,,,,,1,,,,,1,,5,2,,1,,,,,1,,1,5,,,,,,,,,,1,,,,,,,,,3,8,2,9,1,348
6085,3,43,311,392,326,440,256,32884,1,1,,,,,,,,99,2,51,486,1056,925,537,445,317,372,316,209,134,82,44590,,1,,1,,,,,,,,146,563,913,949,851,759,527,448,277,515,459,216,90903
6087,3,2,1,2,3,4,2,3,,,,,,,,2,,,2,1,,1,,3,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,2,3,,39
6089,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6093,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6095,206,174,282,426,192,47,,35,,,,,,,,1,,,,12,,63,310,598,922,983,558,171,16,7,1,1,,,,,,,,,,,,14,38,95,304,525,1215,1014,813,661,304,32,,10020
6097,1,,,,,4,1,,,1,,1,,,,,,,1,,4,4,,4,2,,,,1,3,,,,1,,,1,,,,,,,,,,,,,,,2,,1,,32
6099,5,42,2,17,13,20,5,1182,,,,1,,,,,,,,,1,,,,,,13,43,108,124,37,987,,,,,,,,,,,,,,,,,1,15,73,375,467,476,1,4008
6101,50,50,52,85,30,12,,21,,,,,,,,,,,,,,5,64,117,145,194,162,25,1,,,642,,,,,,,,,,,,1,5,15,58,40,97,136,53,57,36,3,,2156
6107,,2,3,1,1,,10,5,,,,,,,,1,,,,,2,1,,,,,2,,,6,,,,,,,,,,,,,,,,,2,,3,,1,,,,,40
6109,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,5
6111,1604,1432,322,1187,3233,192,,2966,,1,,,,,1,1,,,1,1,53,178,302,200,182,737,561,3473,4891,2891,182,1778,,,,,,,,2,,,10,54,59,30,98,197,2712,4946,6339,743,98,1,,41658
6113,172,152,228,413,193,67,1,92,,,,,,,,,,,,,2,68,283,623,625,816,543,195,15,8,1,38,,,,,,,,,,1,,13,27,42,224,218,450,456,240,202,130,6,4,6548
6115,28,21,52,55,19,10,,3,,,,,,,,,,,,,,5,66,75,116,116,64,17,1,1,,,,,,,,,,,,,,2,3,10,26,35,81,120,47,22,42,2,,1039
8001,556,481,237,139,62,,,14862,1,,,,,,1,,,,,68,433,1107,601,706,533,284,150,102,119,60,,8229,,,,,,1,,1,,,,66,126,213,223,327,176,130,81,136,236,182,1,30630
8003,,,33,48,66,4,,37,2,,,,,,,,,1,,,,,8,26,4,6,30,39,28,,,529,,,,,,,,,,,,,,4,48,42,32,6,15,,,,,1008
8005,98,400,702,796,753,665,1,19947,,,,,,1,,,,1,11,214,234,271,96,272,309,330,562,535,744,465,2,21470,,1,,,,,,,1,1,1,72,254,218,338,424,253,235,440,351,685,459,17,52629
8007,,,,,,,,41,,,,,,,,,,,,,,,11,44,24,,,26,55,4,,400,,,,,,,,,,,,,,9,,,,,,1,,,,615
8009,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8011,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,12
8013,441,457,764,949,470,228,11,5511,,1,,,,,,,,1,,42,307,326,139,407,609,596,622,483,539,227,7,7418,,,,,,,,,,,,12,36,124,301,460,989,909,1163,952,451,144,,26096
8014,,3,25,37,33,47,,1757,,1,,,,,,,,,,1,12,8,,15,31,58,24,29,48,30,2,1064,,,,,,,,,,,,,4,4,14,27,73,51,9,34,91,53,,3585
8015,,,1,,,,,56,,,,,,,,,,,,,,11,20,,,,,1,,,,64,,,,,,,,,,,,,1,,,,1,,,,,,,155
8017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,2
8019,4,,,,,,,2,,,,,,,,,,,,2,2,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,4,,,,71
8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,212
8023,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,92
8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,73
8029,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,852
8031,1170,1514,1309,682,393,366,7,16982,,1,1,,,,,,,2,1,449,800,1032,1761,1544,1524,1092,670,571,404,283,,4197,1,,,1,,,,,,,,65,48,594,1327,1402,1202,736,632,722,643,447,4,44579
8033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,28
8035,17,59,138,159,196,196,36,2872,,,,,,,,,,,1,105,96,90,38,53,72,89,172,176,202,57,,2454,,,,,,,,,,1,1,,21,1,22,22,77,96,139,130,192,216,12,8208
8037,62,80,107,20,63,36,,211,,,,,,,,,,,,,,66,80,150,182,166,22,61,105,1,1,1609,,,,,,,,,,,,,1,97,33,4,4,34,118,126,100,12,,3551
8039,,,,,,7,,75,,,,,,,,,,,,,,6,1,,2,1,,,3,,,59,,,,,,,,,,,,,,,,,,1,2,2,1,1,,161
8041,901,636,731,623,141,20,,1880,,,,,,,,,,,13,428,764,896,1042,822,616,442,271,61,62,45,3,869,,,,,,,,,,,,1,77,652,760,480,799,708,448,106,23,,2,15322
8043,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,1,,,,,,14
8045,,,,,,,,254,,,,,,,,,,1,,,,1,,,,,,,,,,2144,,,,,,,,,,,,,,,,,,,,,,,,2400
8047,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,177
8049,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,73
8051,,,,1,,,,126,,,,,,,,,,,,,,1,,,,,,,,,,814,,,,,,,,,,,,,,,,,,,,,,,,942
8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,12
8055,1,,,,,,,4,,,,,,,,,,,,,,,,5,27,6,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,217
8057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,9
8059,1555,1419,1269,1224,415,286,,29587,1,1,,,,,,,,,22,455,780,1183,1493,1626,1263,1132,636,319,498,426,2,9296,,,,,,,,,,,,55,92,473,535,374,191,556,345,337,605,649,5,59105
8063,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,8
8065,,24,31,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,21,,,1,2,7,3,,,,340
8067,110,202,199,112,151,5,,887,,,,,,,,,69,,,,15,138,206,114,102,108,163,20,31,16,,2623,,,,,,,,,,,,,4,187,168,186,247,140,51,75,86,10,,6425
8069,165,29,27,6,15,27,,3393,,,,,1,,,,,,5,157,182,283,524,423,324,85,47,82,14,28,,4532,,,,,,,,,,,,,50,235,212,221,242,79,41,74,54,4,,11561
8071,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8073,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4
8075,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8
8077,46,9,25,61,80,20,,441,,,,,,,,,,,,,4,,,,5,20,70,121,102,21,,3984,,,,,,,,,,,,,,,,,4,5,53,63,125,41,,5300
8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,23
8081,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,139
8083,,,,,1,,,23,,,,,,,,,,,,30,27,13,22,,,,,,,,,627,,,,,,,,,,,,,12,5,,,,,16,,1,,,777
8085,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,829,,,,,,,,,,,,,,,,,,,,,1,,,940
8087,,,,,,,,2,,,,,,,,,,,,,16,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,33
8089,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8091,,,,,3,,,8,,,,,,,,,,,,,,,14,16,14,,,21,2,,,340,,,,,,,,,,,,,,,24,,,,,,2,,,444
8093,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,1,,,,,,,,,,,,44
8095,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
8097,18,,31,55,,,,99,,,,,,,,,,,,,5,16,38,,,,,,1,,,1480,,,,,,,,,,,,,1,77,,,3,11,49,63,46,3,,1996
8099,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
8101,800,844,775,414,122,112,,1438,,,,,,,,,,,,50,374,345,473,695,452,641,343,53,62,79,1,7092,,,,1,,,,,,,,,172,226,189,181,223,209,169,98,119,119,,16871
8103,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,1,,54
8105,,,,,,54,3,1,,,,,,,,,,,,,,,,,,,,,9,58,1,263,,,,,,,,,,,,,,,,,,,15,34,,,,438
8107,46,41,21,25,24,34,,483,,,,,,,,,,,,,,20,26,49,41,81,31,33,11,15,,1352,,,,,,,,,,,,,6,17,36,26,30,45,38,22,13,,,2566
8109,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,234
8111,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,26
8113,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,1,,,,,,,,,,,,651
8115,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
8117,,22,,1,1,,,214,,,,,,,,,,,,,,,,,,,17,14,,,,178,,,,,,,,,,,,1,,,,7,6,,,,,,,461
8119,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,1,2,,,,,117
8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
8123,4,49,106,84,38,38,,1484,,,,,,,,,,,1,,58,93,60,23,15,20,30,33,47,27,,809,,,,,,,,,,,,,5,23,7,12,16,34,31,30,56,21,,3254
8125,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
9001,476,387,380,230,,3,,27081,,,,,,,,2,,189,508,491,463,388,310,442,549,495,433,182,6,8,1,5270,1,,,,,,1,4,1,122,345,390,495,487,439,499,347,300,197,70,,,,41992
9003,393,327,199,127,8,2,,31925,,,,,,,,,103,141,363,318,416,129,251,300,520,347,284,134,5,1,1,7251,,,,,,,111,1,,92,226,146,187,229,380,182,335,293,246,77,,,,46050
9005,328,161,42,16,,1,,4134,,,,,,,,1,,89,275,225,215,75,164,224,292,182,143,22,2,,,724,,,,,,,,,,65,163,79,198,158,198,72,89,84,82,,,,,8503
9007,33,34,51,11,,,1,2251,,,,,,,,,,9,1,16,46,31,83,21,41,23,5,4,2,,,2089,,,,,,,,,,,,,5,12,27,111,82,86,65,23,1,,,5164
9009,783,549,515,376,5,1,2,12540,,,,,,1,3,1,,227,813,753,834,387,536,853,772,564,638,369,10,1,,18284,,,,,,,,,,110,260,160,429,440,600,373,444,610,468,334,1,1,,44047
9011,47,61,25,,2,,,5140,1,,,,,,,,,1,,37,92,5,1,5,73,3,45,70,2,,,3440,,,,,,,,1,,1,,,30,46,,,47,68,82,71,,,,9396
9013,26,42,37,24,,,,2114,1,,,,,,,,,,1,21,40,12,21,15,7,21,39,48,1,,,1486,,,,,,,,1,,,,,9,4,1,19,27,53,56,22,,,,4148
9015,42,28,6,,,,,1588,,,,,,,,,,,,23,51,24,,20,11,8,25,30,,,,1329,,,,,,,,,1,,,,,,,9,30,33,26,11,,,,3295
10001,,1,1,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,367
10003,26,280,53,,,2,,16,,1,1,,,,,,,,2,,,,19,24,5,,,,,1,,1114,,,,,,,,,,,,,1,2,37,19,,,,,,,,1603
10005,43,42,20,6,,,,333,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,447
10019,,,1,3,,,,,,,,,,,,,,,,,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
10510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
11001,366,266,18,38,2,4,2,38839,1,,2,,,,,4,14,38,201,342,298,558,276,618,706,245,22,2,142,82,1,9561,1,1,,,,,,,1,1,18,142,190,329,530,510,334,149,19,3,1,,,54877
12001,9,60,54,24,,1,,618,,,,,,,,,,5,26,78,58,27,4,5,1,9,1,,,,,1240,,,,,,,,,,,2,32,18,1,5,4,36,27,47,,,,,2392
12003,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4
12005,118,167,154,59,89,,,1467,,1,,,,,,,,,,88,135,211,138,108,112,39,24,173,24,,,169,,,,,,,,,,,,,14,100,67,147,2,95,133,82,6,,,3922
12007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3
12009,31,20,61,,,3,1,50,,,1,,,,,,,16,56,31,8,18,13,3,5,14,72,52,2,,,7,,,,,,,,,,,,,4,2,51,118,11,12,47,1,,,,710
12011,1854,2675,2859,1983,14,10,5,13135,3,1,,3,,1,,,259,524,1824,2165,2039,803,431,591,455,236,425,652,17,2,1,7829,1,,,,,1,,1,,,46,419,1335,1599,2256,2679,2108,577,77,103,80,21,89,52188
12013,16,29,38,16,6,,,68,,,,,,,,,,,,14,33,21,30,28,28,9,4,34,1,,,,,,,,,,,,,,,,,4,3,17,,11,24,11,,,,445
12015,1,4,,2,1,,,12,,,,,,,,,,,,,2,117,158,117,5,2,,,1,,,1,,,,,,,,,,,,,7,,2,34,3,20,3,,,,,492
12017,2,4,,,1,,,1489,,,,,,,,,,,,,,,,1,14,,1,,,,,120,,,,,,,,,,,,2,,,12,11,2,,,1,1,,,1661
12019,2,,,,,,,8,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,1,1,,2,,1,,,,,,18
12021,64,18,27,14,,,1,397,,1,,,,1,,,,,7,27,41,61,43,114,4,4,28,19,2,,,85,,,,,,,,,,,,,14,25,10,3,5,7,2,,,,,1024
12023,1,1,,,,,,53,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,60
12027,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
12031,73,249,330,158,1,2,,1131,,2,,1,,1,1,,,,1,60,157,194,139,95,388,115,81,25,,1,,1092,1,,,,,,,,1,,,1,12,10,214,1027,1166,386,3,25,194,,,7337
12033,4,2,3,1,1,1,,43,,,1,,,1,,,,,,1,,2,3,1,,1,,,,,,6,,,,,,,,,,,1,,,1,,1,,13,,1,,,,88
12035,1,2,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,2,1,3,,,,,,,19
12037,14,33,32,11,,,,168,,,,,,,,,,,,13,20,17,15,13,23,6,3,15,,,,,,,,,,,,,,,,1,,6,3,15,1,13,20,9,,,,451
12039,21,40,26,12,,,,1320,,,,,,,,,,,,39,57,40,38,34,30,11,10,37,1,,,96,,,,,,,,,,,,1,2,7,3,28,2,25,31,12,,,,1923
12041,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12043,,,,,,,,,,,,,,,,,,,,,,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
12045,15,29,22,11,1,,,36,,,,,,,,,,,,11,7,10,13,14,12,3,2,18,1,,,38,,,,,,,,,,,,,,5,2,9,1,7,14,7,,,,288
12047,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,3
12049,,,,1,,,,141,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,2,,,,,149
12051,,,,,,,,1,,,,,,,,,,,,,,,5,32,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,42
12053,4,10,,,,,,1431,1,,,,,,,,,,1,,,5,,1,,4,,,,,,66,,,,,,,,,,,,,,,1,,2,1,,,,,,1527
12055,,2,2,,,,,514,,,,,,,,,,,,,,,2,,,,1,,,1,,132,,,,,,,,,,,,,,1,8,1,16,,3,,,,,683
12057,861,1263,1122,651,15,,1,9998,,1,,,,1,,,53,129,742,1070,1676,1370,933,683,666,538,465,195,,,,6196,,,,,,,,1,,21,37,80,77,131,252,214,222,127,122,103,2,,,30018
12059,4,14,12,3,1,,,19,,,,,,,,,,,,5,6,6,10,7,7,3,1,7,1,,,,,,,,,,,,,,,,,2,,8,2,4,7,4,,,,133
12061,17,89,82,54,,,,33,,,,,,,,,,6,40,66,48,57,2,,,2,2,1,,1,,3,,,,,,,,,,,,31,,,15,32,5,93,2,,,,,681
12063,27,72,88,31,17,,,692,,,,,,,,,,,,45,56,56,56,53,42,18,7,53,8,,,421,,,,,,,,,,,,,,10,2,31,3,26,52,22,,,,1888
12065,14,33,19,8,,,,439,,,,,,,,,,,,11,11,4,13,31,24,3,2,9,,1,,129,,,,,,,,,,,,1,,4,3,17,,6,16,9,,,,807
12069,,2,,,,,1,30,,,,,,,,,,,,,,1,1,,1,,,,1,,,2,1,,,,,,,,,,,3,34,34,,1,4,2,,,,1,,119
12071,4,10,3,3,4,10,,135,,,,,1,,,,,20,148,35,33,310,393,326,9,9,6,,1,,,161,,,,,,,,,,,,,5,4,4,4,48,5,26,1,,,,1718
12073,490,705,759,433,12,,,6994,,,,,,,,,25,94,366,549,500,416,252,162,107,109,77,173,1,,,1871,,,,,,,,,,,,27,52,91,151,354,164,267,183,54,,,,15438
12075,,,4,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,3,,,,,,1,,,,,13
12077,13,31,32,9,1,,,33,,,,,,,,,,,,22,19,16,16,22,12,3,2,14,1,,,,,,,,,,,,,,,,,4,2,19,,11,16,5,,,,303
12079,1,2,,,,,,152,,,,,,,,,,,1,4,7,1,2,7,3,,1,5,,,,,,,,,,,,,,,,,,,,4,,4,7,2,,,,203
12081,3,1,2,16,1,,1,208,,,,1,,,,,,,,1,,38,6,18,8,,,,,,,36,,,,,,,,,1,,,,7,,1,4,4,3,,,,,,360
12083,,5,,3,,,1,17,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,1,2,,2,,,,,37
12085,98,105,180,118,,,,345,,,,,,,,,2,11,147,316,242,260,208,287,112,86,83,62,1,,,53,,,,,,,,,,,58,119,122,20,86,64,130,221,133,24,,,,3693
12086,6441,7738,6650,4042,77,36,10,15668,2,,1,1,1,1,5,12,77,2959,6944,6967,7351,7392,6870,5766,3826,2000,3813,3162,49,6,1,11123,,1,,,,,,1,3,1263,3368,2702,3542,4400,5151,6855,4335,2982,1780,868,1,2,,146245
12087,97,312,56,136,,,,634,,,1,,,,,,,,17,271,509,100,457,690,224,302,460,151,,1,,286,,,,,,,,,,82,323,503,758,62,217,,352,197,361,90,,,,7649
12089,,,,,,,,30,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,33
12091,1,,2,,,,,2,,,,,,,,,,,,,,1,2,,1,,,,1,,,2,,,,,,,,,,,,,1,,1,,6,,,,,,,20
12093,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4
12095,2041,2365,3204,1793,12,,3,2968,,,3,,,1,,,30,365,1337,2141,2284,1903,1162,1113,1478,1287,913,568,2,2,1,2138,,,,2,,,,,2,48,169,504,553,892,998,647,727,825,314,234,2,,,35031
12097,889,1186,565,320,19,2,,989,,,,,,,,,4,25,368,999,1073,948,442,460,238,120,72,19,,,,493,,,1,,,,,,,,25,12,24,170,179,163,24,2,55,,,,,9886
12099,419,928,1357,827,4,7,4,10116,1,,1,,1,,,1,170,428,1161,1752,2058,1730,1009,1285,1324,785,721,224,6,5,1,4644,,,1,,,,,,2,31,123,490,1017,1110,1394,1501,1119,673,192,423,129,,1,39175
12101,1,5,56,2,3,,,2485,,,1,,,,1,,,23,19,12,23,,7,1,,,,,,,,1076,,,,,,,,,,,,1,,1,,,11,,,1,,,,3729
12103,164,772,974,618,3,2,2,7365,,,,,,,,,48,141,683,1264,1572,1584,1150,806,823,528,413,147,1,1,,4337,2,,,,,,,,2,,1,3,92,344,421,301,610,328,96,20,,,,25618
12105,233,421,462,262,2,1,,2066,1,,,,,,,,,15,333,294,368,244,161,75,27,11,12,3,,,,611,,,,,,,,,15,27,2,10,72,231,262,226,184,41,24,,,,,6696
12107,6,,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,15
12109,2,1,2,,,1,,18,1,,,,,1,,,,,,,1,1,1,,,,,,,1,,1,,,,,1,,,,1,,,,1,,1,1,2,5,,,,,,43
12111,230,456,729,338,3,1,1,494,,,,,1,,,1,4,126,277,710,628,398,364,476,314,226,152,48,2,,1,228,,,,,,,,,,4,105,286,292,157,274,208,321,399,210,43,,,,8507
12113,,1,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,1,,,2,,,,,,13
12115,51,1,22,7,1,,1,41,,,,,,,,,,2,8,41,51,56,69,64,65,19,,1,1,,,5,,,,,,,,,1,20,11,,15,55,32,42,5,13,,1,,,,701
12117,652,502,123,15,3,,,560,,,1,,,,,,16,68,365,447,437,275,233,102,19,2,14,,,,,129,,,,,,,,,,,14,98,149,257,218,199,96,12,30,8,1,,,5045
12119,1,2,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,14,,,,,,,,29
12121,,1,,,,1,,3,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,10
12123,22,42,41,11,,,,245,,,,,,,,,,,,11,15,17,20,22,26,6,4,23,1,,,,,,,,,,,,,,,1,,8,2,26,3,19,36,12,,,,613
12125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
12127,155,56,7,,2,1,,188,1,,,,,,,,1,4,77,47,81,125,16,26,18,12,,4,,,,64,,,,,,,,,,1,,10,3,4,55,91,60,33,1,,,,,1143
12129,31,58,68,26,,,,220,,,,,,,,,,,,18,20,23,38,35,30,8,9,35,1,,,40,,,,,,,,,,,,1,,12,7,28,2,20,43,15,,,,788
12131,6,1,,,,,,1,,,,,,,,,,,2,,2,3,,6,,3,,,,,,1,,,,,,,,,,,,,,,2,3,1,2,,,,,,33
12133,19,43,35,10,4,,,96,,,,,,,,,,,,4,8,11,11,9,6,4,1,16,2,,,,,,,,,,,,,,,,,7,3,18,3,15,29,7,,,,361
13001,4,15,5,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
